MasVnrType_Stone,ExterQual_Gd,Age,WoodDeckSF,EnclosedPorch,BsmtQual_Gd,BldgType_Twnhs,BsmtFinSF2,Exterior1st_CemntBd,GarageFinish_Unf,Exterior1st_VinylSd,GarageType_Attchd,HalfBath,FireplaceQu_no_fireplace,GrLivArea,MSSubClass,Neighborhood_NridgHt,FullBath,BsmtFinSF1,Neighborhood_NoRidge,Foundation_CBlock,GarageArea,BsmtUnfSF,BsmtExposure_Gd,GarageFinish_RFn,Exterior1st_BrkFace,HeatingQC_TA,Condition1_Norm,Functional_Typ,Neighborhood_Crawfor,MSZoning_RM,1stFlrSF,BldgType_Duplex,MasVnrArea,BldgType_TwnhsE,Neighborhood_StoneBr,KitchenQual_Fa,ScreenPorch,MSZoning_FV,AgeRemod,GarageType_BuiltIn,LotArea,OpenPorchSF,BsmtFinType1_GLQ,OverallQual,LotFrontage,OverallCond,BsmtQual_Fa,SalePrice
0,1,8,192,0,0,0,0,0,0,1,1,0,1,1296,20,0,2,1005,0,0,471,262,0,0,0,0,1,1,0,0,1296,0,136.0,0,0,0,0,0,7,0,6853,25,1,8,69.0,5,0,220000
0,0,38,0,180,0,0,0,0,0,0,1,1,0,1721,20,0,2,570,0,1,440,891,0,1,0,0,1,0,0,0,1721,0,0.0,0,0,0,0,0,13,0,10335,96,0,5,78.0,6,0,180000
0,0,38,98,0,0,0,0,0,1,0,1,0,0,1682,20,0,2,0,0,0,530,1304,0,0,0,0,1,1,0,0,1682,0,288.0,0,0,0,0,0,38,0,10400,0,0,7,80.0,6,0,174000
0,0,40,0,0,0,0,0,0,0,0,1,0,0,1214,20,0,2,695,0,1,318,519,0,1,0,1,1,1,0,0,1214,0,196.0,0,0,0,0,0,40,0,10355,111,0,5,69.0,5,0,143000
0,0,18,0,0,0,0,0,0,1,1,0,0,1,1959,90,0,3,0,0,1,766,1907,0,0,0,0,1,1,0,0,1959,1,70.0,0,0,0,0,0,17,0,11070,0,0,7,82.0,5,0,171000
0,1,9,224,0,1,0,0,0,0,1,1,1,0,1852,60,0,2,668,0,0,660,336,0,0,0,0,1,1,0,0,1004,0,320.0,0,0,0,0,0,8,0,9066,106,1,8,73.0,5,0,230000
0,0,12,276,0,1,0,0,0,0,1,1,1,1,1764,60,0,2,821,0,0,470,107,0,1,0,0,1,1,0,0,928,0,0.0,0,0,0,0,0,12,0,15426,99,1,6,65.0,5,0,231500
0,0,39,0,0,0,0,0,0,1,0,1,0,0,864,20,0,1,432,0,1,0,432,0,0,0,1,1,1,0,0,864,0,0.0,0,0,0,0,0,39,0,10500,0,0,4,70.0,5,0,115000
0,1,1,160,0,1,0,0,0,0,1,1,0,1,1734,20,0,2,1300,0,0,660,434,0,0,0,0,1,1,0,0,1734,0,0.0,0,0,0,0,0,1,0,11645,24,1,7,78.0,5,0,260000
0,0,58,0,0,0,0,0,0,1,0,0,0,1,1385,50,0,2,507,0,1,720,403,0,0,1,0,0,1,0,0,910,0,0.0,0,0,0,0,0,58,0,8520,0,0,5,71.0,4,0,166000
0,1,10,144,0,1,0,0,0,0,1,1,0,1,1501,20,0,2,679,0,0,577,811,1,1,0,0,1,1,0,0,1501,0,183.0,0,0,0,0,0,10,0,10335,29,1,7,78.0,5,0,204000
0,0,43,0,0,0,0,0,0,1,0,0,0,1,1728,90,0,2,1332,0,1,504,396,0,0,0,1,0,1,0,1,1728,1,336.0,0,0,0,0,0,43,0,9100,0,0,5,70.0,5,0,125000
1,1,2,0,0,1,1,0,0,1,1,0,0,1,1709,160,0,2,0,0,0,380,970,0,0,0,0,1,0,0,1,970,0,50.0,0,0,0,0,0,0,0,2522,40,0,6,24.0,5,0,130000
0,0,78,48,0,0,0,0,0,1,0,0,0,1,875,30,0,1,209,0,0,180,506,0,0,0,1,1,1,0,1,875,0,0.0,0,0,0,0,0,16,0,6120,0,0,5,51.0,7,0,105000
0,1,9,144,0,1,0,0,0,0,1,0,1,0,2035,60,0,2,0,0,0,434,884,0,0,0,0,1,1,0,0,884,0,180.0,0,0,0,0,0,9,1,9505,48,0,7,69.0,5,0,222500
0,0,4,0,0,1,0,0,0,1,1,1,0,1,1080,20,0,1,680,0,0,0,400,0,0,0,0,1,1,0,0,1080,0,120.0,0,0,0,0,0,3,0,7500,0,1,7,63.0,5,0,141000
0,0,70,200,0,1,0,0,0,1,0,0,0,1,1344,50,0,1,0,0,0,240,896,0,0,0,0,1,1,0,1,896,0,0.0,0,0,0,0,0,56,0,6240,114,0,5,69.0,4,0,115000
0,0,32,0,0,0,0,0,0,1,0,1,1,1,969,20,0,1,716,0,1,440,253,0,0,0,1,1,1,0,0,969,0,0.0,0,0,0,0,0,32,0,10356,0,0,5,120.0,6,0,122000
1,1,1,0,0,0,0,0,0,0,1,1,0,0,1710,20,1,2,1400,0,0,866,310,1,1,0,0,1,1,0,0,1710,0,436.0,0,0,0,0,0,0,0,13891,102,1,8,107.0,5,0,372402
0,0,35,0,0,0,0,0,0,0,0,1,1,0,1993,60,0,2,416,0,1,495,409,0,1,0,0,1,1,0,0,1097,0,252.0,0,0,0,0,0,35,0,14803,66,0,6,69.0,5,0,190000
0,0,83,0,228,0,0,0,0,1,0,0,0,1,1200,30,0,1,0,0,0,312,1200,0,0,0,1,1,1,0,1,1200,0,0.0,0,0,0,0,0,56,0,11340,0,0,6,84.0,5,0,125000
0,0,84,0,128,0,0,0,0,1,0,1,0,1,1096,50,0,1,0,0,0,0,572,0,0,0,0,0,1,0,0,572,0,0.0,0,0,0,0,0,58,0,9600,8,0,6,60.0,5,0,79000
0,0,56,0,0,0,0,0,0,1,0,0,0,1,1040,20,0,1,0,0,1,625,0,0,0,0,1,1,1,0,0,1040,0,0.0,0,0,0,0,0,56,0,7200,0,0,5,60.0,7,0,109500
0,1,1,0,0,0,0,0,0,0,1,0,1,0,1968,60,0,2,0,0,0,680,774,0,0,0,0,1,1,0,0,774,0,84.0,0,0,0,0,0,0,1,12003,75,0,8,92.0,5,0,269500
0,1,6,0,0,1,0,0,0,0,1,1,1,0,1947,60,0,2,222,0,0,678,769,0,1,0,0,1,1,0,0,991,0,0.0,0,0,0,0,1,5,0,12552,136,1,7,100.0,5,0,254900
0,1,1,239,0,1,0,0,0,0,1,1,1,0,2462,60,0,2,57,0,0,576,1335,0,1,0,0,1,1,0,0,1392,0,456.0,0,0,0,0,0,0,0,19378,132,1,7,134.0,5,0,320000
0,0,24,0,0,1,0,0,0,1,0,1,0,1,1232,20,0,2,660,0,0,516,572,0,0,0,1,1,1,0,0,1232,0,0.0,0,0,0,0,0,24,0,11120,0,0,6,69.0,6,0,162500
0,1,5,400,0,0,0,0,0,0,1,0,1,0,2668,60,1,2,1016,0,0,726,556,0,0,0,0,1,1,0,0,1572,0,664.0,0,0,0,0,0,4,1,13688,0,1,9,110.0,5,0,412500
0,1,5,0,0,1,0,0,0,0,1,1,0,0,1541,20,1,2,1201,0,0,532,340,0,1,0,0,1,1,0,0,1541,0,226.0,0,0,0,0,0,5,0,12182,70,0,7,95.0,5,0,220000
0,0,51,0,0,0,0,0,0,1,0,1,0,1,882,45,0,1,0,0,1,0,882,0,0,0,0,1,1,0,0,882,0,0.0,0,0,0,0,0,51,0,5500,0,0,4,55.0,6,0,103200
0,0,81,0,183,0,0,0,0,1,0,0,0,1,1616,40,0,2,370,0,0,216,779,0,0,0,0,1,1,0,1,1149,0,0.0,0,0,0,0,0,3,0,5400,0,0,6,40.0,7,0,152000
0,0,68,140,0,0,0,181,0,1,0,1,0,1,1355,190,0,2,351,0,0,0,112,0,0,0,0,1,1,0,0,808,0,0.0,0,0,0,0,0,9,0,10106,0,0,5,62.0,7,0,127500
1,1,0,178,0,0,0,0,0,0,1,1,1,0,2161,60,1,1,1288,0,0,789,294,0,0,0,0,1,1,0,0,1610,0,300.0,0,0,0,0,0,0,0,10562,120,1,8,86.0,5,0,325624
0,1,3,100,0,1,0,0,0,0,1,1,1,0,1720,60,0,2,0,0,0,440,840,0,0,0,0,1,1,0,0,840,0,0.0,0,0,0,0,0,3,0,8244,48,0,7,62.0,5,0,183500
0,0,66,237,0,0,0,0,0,1,0,0,1,1,1382,50,0,1,360,0,1,660,360,0,0,0,1,0,1,0,1,854,0,0.0,0,0,0,0,0,57,0,12358,0,0,5,69.0,6,0,128500
1,0,50,210,0,0,0,0,0,0,0,1,0,0,1656,20,0,1,639,0,1,528,441,1,0,1,0,1,1,0,0,1656,0,112.0,0,0,0,0,0,50,0,31770,62,0,6,141.0,5,0,215000
0,0,47,0,0,0,0,374,0,1,0,1,1,0,1362,20,0,1,288,0,1,504,700,0,0,0,1,1,1,0,0,1362,0,491.0,0,0,0,0,0,47,0,10197,20,0,6,80.0,5,0,163000
1,0,22,192,0,1,0,208,0,0,1,1,0,0,1651,20,0,2,1398,0,1,616,0,0,0,0,1,1,0,0,0,1651,0,132.0,0,0,0,0,0,22,0,12416,0,0,6,47.0,5,0,184000
0,0,57,0,39,0,0,0,0,1,0,1,0,0,2158,20,0,2,477,0,1,576,725,0,0,0,1,1,1,0,0,2158,0,0.0,0,0,0,0,0,6,0,12615,29,0,6,84.0,7,0,243000
0,1,48,0,0,0,0,441,0,1,0,1,0,0,1920,50,0,2,57,0,1,451,554,0,0,0,0,1,1,0,0,1252,0,0.0,0,0,0,0,0,48,0,13650,0,0,5,69.0,5,0,172500
0,1,84,0,184,0,0,0,0,1,0,0,0,1,968,30,0,1,0,0,1,480,968,0,0,0,1,1,1,0,1,968,0,0.0,0,0,0,0,0,1,0,8520,0,0,5,60.0,6,0,100000
0,1,7,0,0,1,1,0,0,1,0,0,1,0,1525,160,0,2,436,0,0,440,320,0,0,0,0,1,1,0,0,769,0,456.0,0,0,0,0,1,7,0,2117,0,1,6,69.0,5,0,177000
0,0,86,0,40,0,0,0,0,1,0,0,1,0,1802,70,0,1,352,0,0,216,441,0,0,0,0,1,1,1,0,901,0,0.0,0,0,0,0,0,56,0,7588,0,0,7,54.0,6,1,200100
0,0,50,116,0,0,0,0,0,0,0,1,0,0,1340,20,0,1,0,0,0,252,0,0,1,0,0,0,1,0,0,1340,0,98.0,0,0,0,0,0,1,0,9060,0,0,5,60.0,6,0,120000
0,0,98,104,0,0,0,0,0,1,0,1,0,1,1252,50,0,1,0,0,0,576,504,0,0,0,0,0,1,0,0,936,0,0.0,0,0,0,0,0,15,0,7438,0,0,5,92.0,8,1,127000
0,0,19,168,0,1,0,0,0,1,0,1,0,1,1217,80,0,2,611,0,0,497,577,0,0,0,0,1,1,0,0,1217,0,0.0,0,0,0,0,0,18,0,9947,27,1,7,69.0,5,0,173000
0,0,93,0,0,0,0,0,0,1,0,0,1,1,1656,50,0,2,0,0,1,180,660,0,0,0,0,1,0,0,0,808,0,0.0,0,0,0,0,0,22,0,10410,0,0,5,60.0,7,1,135000
1,0,30,120,0,1,0,0,0,1,0,0,2,0,1224,90,0,0,1086,0,1,528,0,0,0,0,1,0,1,0,0,1224,1,275.0,0,0,0,0,0,30,0,7018,0,1,5,64.0,5,0,153337
0,1,7,0,0,0,0,0,1,0,0,1,1,0,1593,120,0,1,1153,0,0,682,440,0,0,0,0,1,1,0,0,1593,0,0.0,1,1,0,224,0,6,0,4923,120,1,8,41.0,5,0,286000
0,1,75,0,0,1,0,0,0,1,0,0,1,0,2727,70,0,2,297,0,1,440,556,0,0,1,1,1,0,1,0,1549,0,0.0,0,0,0,0,0,13,0,10570,74,0,8,70.0,8,0,315000
0,0,35,0,0,0,0,0,0,0,0,1,1,1,1479,60,0,1,626,0,1,484,99,0,0,0,0,1,1,0,0,725,0,138.0,0,0,0,0,0,3,0,7472,32,0,7,69.0,9,0,184000
0,1,10,0,0,1,0,0,0,0,1,1,0,1,1431,20,0,2,560,0,0,666,871,0,0,0,0,1,1,0,0,1431,0,0.0,0,0,0,0,0,10,0,9017,35,1,7,68.0,5,0,192000
1,1,2,0,0,1,1,0,0,1,1,0,0,1,1709,160,0,2,0,0,0,380,970,0,0,0,0,1,0,0,1,970,0,50.0,0,0,0,0,0,2,0,2522,40,0,7,24.0,5,0,130000
0,0,36,0,0,0,0,0,0,1,0,0,0,1,864,20,0,1,390,0,1,352,474,0,0,0,1,1,1,0,0,864,0,0.0,0,0,0,0,0,36,0,7180,0,0,5,60.0,7,0,127000
0,0,33,87,0,1,1,0,0,1,0,1,1,0,1456,160,0,2,566,0,1,440,289,0,0,0,1,1,1,0,0,855,0,0.0,0,0,0,0,0,33,0,2280,0,0,6,24.0,6,0,148500
1,0,0,171,0,0,0,0,1,0,0,1,0,0,1726,20,0,2,1126,0,0,786,600,0,0,0,0,1,1,0,0,1726,0,205.0,0,0,0,266,0,0,0,9416,138,1,7,79.0,5,0,311872
0,0,97,0,30,0,0,0,0,1,0,1,0,1,2229,75,0,1,0,0,1,0,755,0,0,0,0,1,1,0,1,929,0,0.0,0,0,0,0,0,59,0,5520,198,0,6,92.0,6,0,104000
0,1,5,0,0,0,0,0,0,0,1,1,0,0,1713,20,1,2,1088,0,0,856,625,0,0,0,0,1,1,0,0,1713,0,262.0,0,0,0,170,0,4,0,9591,26,1,8,76.0,5,0,274900
0,0,7,132,0,1,0,0,0,0,1,1,0,1,1121,20,0,2,0,0,0,440,1121,0,1,0,0,1,1,0,1,1121,0,0.0,0,0,0,0,0,6,0,8546,64,0,4,80.0,5,0,140000
0,0,31,238,0,0,0,279,0,1,0,0,0,0,1279,20,0,2,641,0,1,473,276,0,0,0,1,1,1,0,0,1279,0,0.0,0,0,0,0,0,31,0,10125,83,0,6,75.0,6,0,171500
0,0,82,0,126,0,0,0,0,1,0,1,0,1,1310,50,0,2,617,0,0,398,0,0,0,0,0,0,0,0,0,865,0,0.0,0,0,0,0,0,56,0,7000,0,0,6,50.0,6,1,112000
0,1,4,149,0,1,0,0,0,0,1,1,0,0,848,120,0,1,662,0,0,420,186,0,1,0,0,1,1,0,1,848,0,205.0,1,0,0,0,0,4,0,4438,0,1,6,69.0,5,0,149000
0,0,62,0,0,0,0,0,0,1,0,0,1,1,1284,50,0,1,312,0,1,240,408,0,0,0,1,1,1,0,1,720,0,0.0,0,0,0,0,0,59,0,3500,35,0,5,50.0,7,0,110000
0,0,19,0,0,1,0,0,0,0,0,1,0,1,1442,20,0,2,0,0,0,500,1424,0,1,0,0,1,1,0,0,1442,0,0.0,0,0,0,0,0,19,0,11851,34,0,7,99.0,5,0,180500
0,0,45,0,0,0,0,0,0,0,0,1,1,0,1696,20,0,1,0,0,1,349,1140,0,1,0,1,0,0,0,0,1696,0,0.0,0,0,0,0,0,45,0,13673,30,0,5,40.0,5,0,143900
0,0,48,355,0,0,0,306,0,0,0,1,0,0,1100,20,0,1,419,0,0,312,375,0,1,0,1,1,1,0,0,1100,0,0.0,0,0,0,0,0,48,0,12493,0,0,4,69.0,5,0,141000
0,1,19,60,0,1,0,0,0,0,0,1,1,0,2062,60,0,2,1065,0,1,454,92,1,0,0,0,1,1,0,0,1180,0,128.0,0,0,0,154,0,18,0,14364,55,1,7,69.0,5,0,277000
1,0,44,0,0,1,0,0,0,0,0,1,0,1,1092,20,0,1,787,0,1,504,305,0,1,0,0,1,1,0,0,1092,0,260.0,0,0,0,0,0,44,0,8250,0,0,6,75.0,7,0,145000
0,0,83,0,96,0,0,0,0,1,0,1,0,1,864,30,0,1,468,0,1,0,396,0,0,0,1,1,1,0,0,864,0,0.0,0,0,0,0,0,58,0,5604,0,0,5,67.0,6,0,98000
0,0,1,100,0,1,0,0,0,0,1,1,0,1,1212,20,0,2,36,0,0,460,1176,0,1,0,0,1,1,0,0,1212,0,0.0,0,0,0,0,0,1,0,10420,22,1,6,83.0,5,0,186000
0,0,0,168,0,1,0,0,0,0,1,1,1,0,1852,60,0,2,822,0,0,644,78,0,1,0,0,1,1,0,0,932,0,0.0,0,0,0,0,1,0,0,8640,108,1,7,72.0,5,0,252678
0,0,11,224,0,1,0,0,0,1,1,1,0,1,990,20,0,1,716,0,0,576,274,0,0,0,0,1,1,0,0,990,0,0.0,0,0,0,0,0,11,0,13568,0,0,5,43.0,5,0,156000
0,0,33,0,0,1,0,0,0,0,0,1,1,1,1392,60,0,1,378,0,1,299,311,0,0,0,0,1,1,0,0,689,0,153.0,0,0,0,0,0,33,0,10900,36,1,6,69.0,7,0,161750
0,0,49,0,0,0,0,0,0,1,0,1,0,0,1236,20,0,1,360,0,1,447,710,0,0,0,1,1,0,0,0,1236,0,64.0,0,0,0,0,0,10,0,10011,0,0,5,72.0,6,0,134450
0,1,4,139,0,1,0,0,0,1,1,1,0,1,1436,20,0,2,946,0,0,484,490,0,0,0,0,1,1,0,0,1436,0,266.0,0,0,0,0,0,4,0,8450,98,1,7,65.0,5,0,210000
0,0,81,0,60,0,0,0,0,1,0,0,0,1,1328,70,0,1,0,0,1,210,686,0,0,0,0,1,1,0,1,810,0,0.0,0,0,0,0,0,56,0,9906,172,0,4,57.0,4,0,107000
0,1,69,0,150,0,0,0,0,1,1,1,1,0,1954,50,0,1,341,0,1,431,457,0,0,0,0,1,1,1,0,1137,0,312.0,0,0,0,0,0,2,0,15660,119,0,7,69.0,9,0,311500
0,1,1,108,0,1,0,0,0,0,1,1,0,1,1248,120,0,2,16,0,0,438,1232,0,0,0,0,1,1,0,0,1248,0,16.0,1,0,0,0,0,0,0,3010,0,1,7,43.0,5,0,167240
0,1,0,351,0,1,0,0,0,0,1,1,0,1,1498,20,0,2,0,0,0,675,1498,0,1,0,0,1,1,0,0,1498,0,0.0,0,0,0,0,0,0,0,8990,33,0,7,73.0,5,0,204900
0,1,7,120,0,1,0,0,0,0,1,0,1,0,2267,60,0,2,0,0,0,390,1010,0,1,0,0,1,1,0,0,1010,0,0.0,0,0,0,0,0,7,1,8068,46,0,6,69.0,5,0,200000
0,0,38,216,0,0,0,180,0,1,0,0,0,1,864,20,0,1,524,0,1,576,160,0,0,0,0,1,1,0,0,864,0,0.0,0,0,0,0,0,38,0,10500,0,0,4,70.0,6,0,97000
0,0,38,0,0,0,1,0,0,1,0,0,1,1,1302,160,0,2,0,0,1,280,630,0,0,0,1,1,1,0,1,630,0,142.0,0,0,0,0,0,38,0,1680,0,0,5,21.0,5,0,112000
0,1,12,224,0,1,0,0,0,0,1,1,1,0,2520,60,0,2,565,1,0,721,638,0,1,0,0,1,1,0,0,1214,0,290.0,0,0,0,0,0,12,0,9950,114,1,7,82.0,5,0,290000
0,0,38,0,0,0,1,0,0,1,0,0,1,1,987,160,0,1,321,0,1,280,162,0,0,0,1,1,1,0,1,483,0,127.0,0,0,0,0,0,38,0,1869,0,0,6,21.0,6,0,106000
0,0,43,0,0,0,0,0,0,1,0,0,0,0,912,20,0,1,842,0,1,336,70,0,0,0,1,0,1,0,0,912,0,0.0,0,0,0,0,0,43,0,8521,0,0,5,70.0,5,0,125000
0,1,4,143,0,1,0,0,0,0,1,1,0,0,1555,120,0,2,16,0,0,430,1357,0,0,0,0,1,1,0,0,1555,0,16.0,1,0,0,0,0,3,0,3182,20,1,7,43.0,5,0,192500
0,0,51,0,120,0,0,0,0,0,0,1,0,1,1194,20,0,1,0,0,1,312,1194,0,1,0,1,1,1,0,0,1194,0,220.0,0,0,0,0,0,51,0,8760,0,0,6,73.0,6,0,148000
0,0,34,0,0,0,1,0,0,1,0,1,1,0,987,160,0,1,0,0,1,288,483,0,0,0,1,1,1,0,1,483,0,297.0,0,0,0,0,0,34,0,1680,0,0,6,21.0,5,0,94500
0,0,34,365,0,0,0,712,0,1,0,1,0,1,894,20,0,1,182,0,1,308,0,0,0,0,1,1,1,0,0,894,0,0.0,0,0,0,0,0,34,0,10650,0,0,5,75.0,6,0,128200
0,1,8,288,0,1,0,0,0,0,1,0,1,0,1960,60,0,2,625,0,0,440,235,0,0,0,0,1,1,0,0,860,0,0.0,0,0,0,0,0,8,1,7851,48,1,6,69.0,5,0,216500
0,0,37,0,0,0,0,0,0,1,0,0,1,1,987,160,0,1,358,0,1,264,125,0,0,0,1,1,1,0,1,483,0,604.0,1,0,0,0,0,37,0,1680,0,0,6,21.0,3,0,89500
0,1,6,132,0,1,0,0,0,0,1,1,0,1,1414,20,0,2,24,0,0,494,1390,0,1,0,0,1,1,0,0,1414,0,98.0,0,0,0,0,0,6,0,8773,105,1,7,65.0,5,0,185500
0,1,17,370,0,1,0,0,0,0,0,1,1,1,1744,60,0,2,402,0,0,457,594,0,1,0,0,0,1,0,0,1014,0,0.0,0,0,0,0,0,7,0,9453,70,0,7,69.0,7,0,194500
0,0,65,0,0,0,0,0,0,1,1,0,1,0,1487,50,0,1,94,0,1,220,641,0,0,0,1,1,1,0,0,798,0,0.0,0,0,0,0,0,60,0,8741,140,0,6,52.0,4,0,113000
1,1,2,144,0,1,0,0,0,0,1,1,0,1,1566,20,0,2,1078,0,0,750,488,0,1,0,0,1,1,0,0,1566,0,36.0,0,0,0,0,1,2,0,9000,168,1,8,75.0,5,0,262500
0,0,62,58,0,0,0,0,0,1,1,1,0,1,866,30,0,1,329,0,1,0,357,0,0,0,0,1,1,0,1,866,0,0.0,0,0,0,0,0,10,0,3880,42,0,5,40.0,9,0,110500
0,0,106,0,77,0,0,0,0,1,0,1,0,1,1440,50,0,1,0,0,0,352,540,0,0,0,0,1,1,0,1,889,0,0.0,0,0,0,0,0,56,0,5000,0,0,5,63.0,4,0,79000
0,0,29,0,0,1,0,0,0,0,0,1,1,0,1217,160,0,1,0,0,1,288,626,0,1,0,1,1,1,0,0,626,0,0.0,1,0,0,0,0,29,0,10762,28,0,6,75.0,6,0,120000
0,1,16,0,0,1,0,0,0,0,1,1,1,0,2110,60,0,2,695,0,0,463,253,0,1,0,0,1,1,0,0,1222,0,0.0,0,0,0,0,0,8,0,8880,130,1,7,69.0,5,0,205000
0,0,18,197,0,1,0,0,0,0,0,1,0,0,1872,20,0,2,929,0,1,604,916,0,0,0,0,1,1,0,0,1872,0,102.0,0,0,0,0,0,18,0,10400,39,1,7,80.0,5,0,241500
0,0,96,0,112,0,0,0,0,1,0,0,0,1,1928,190,0,2,0,0,0,440,1020,0,0,0,0,1,1,0,1,908,0,0.0,0,0,1,0,0,56,0,9142,60,0,6,69.0,8,1,137000
0,0,52,0,0,0,0,0,0,1,0,1,0,0,1375,20,0,1,0,0,1,451,1367,0,0,0,0,1,1,0,0,1375,0,0.0,0,0,0,0,0,52,0,11310,30,0,6,75.0,5,0,140000
0,1,4,144,0,1,0,0,0,0,1,1,1,1,1668,60,0,2,0,0,0,500,840,0,1,0,0,1,1,0,0,840,0,101.0,0,0,0,0,0,4,0,11317,68,0,7,72.0,5,0,180000
0,0,70,263,0,0,0,0,0,1,0,1,0,1,1306,30,0,1,0,0,1,0,728,0,0,0,0,1,0,0,0,1306,0,0.0,0,0,1,0,0,44,0,5350,0,0,3,55.0,2,0,76500
1,1,1,123,0,1,0,0,0,0,1,1,0,0,1625,120,0,2,1573,0,0,538,0,1,0,0,0,1,1,1,1,1625,0,481.0,1,0,0,153,0,0,0,4750,0,1,8,44.0,5,0,235000
0,1,4,138,0,1,0,0,0,0,1,1,1,1,1640,60,0,2,0,0,0,520,798,0,1,0,0,1,1,0,0,798,0,0.0,0,0,0,0,0,4,0,8366,45,0,6,65.0,5,0,173000
0,0,43,333,0,1,0,580,0,0,0,1,0,1,1302,80,0,2,270,0,1,309,452,1,1,0,0,1,0,0,0,1302,0,108.0,0,0,0,0,0,16,0,9350,0,0,6,85.0,7,0,158000
0,0,53,250,0,0,0,0,0,0,0,1,0,1,1314,20,0,1,922,0,1,294,392,0,1,0,1,1,1,0,0,1314,0,0.0,0,0,0,0,0,53,0,8400,0,0,5,70.0,6,0,145000
0,1,7,192,0,1,0,0,0,0,1,0,1,0,2291,60,0,2,0,0,0,429,975,0,0,0,0,1,1,0,0,1005,0,302.0,0,0,0,0,0,7,1,8738,0,0,7,66.0,5,0,230000
0,1,5,216,0,1,0,0,0,0,1,1,1,1,1728,60,0,2,503,0,0,673,361,0,1,0,0,1,1,0,0,864,0,0.0,0,0,0,0,1,5,0,8791,56,0,6,64.0,5,0,207500
1,1,3,123,0,1,0,0,0,0,1,1,1,0,1604,20,0,2,1334,0,0,660,270,0,1,0,0,1,1,0,0,1604,0,180.0,0,0,0,0,0,3,0,8814,110,1,7,68.0,5,0,220000
0,1,7,0,0,1,0,0,0,0,1,1,1,0,1792,60,0,2,361,0,0,564,602,0,1,0,0,1,1,0,0,963,0,172.0,0,0,0,0,0,7,0,12435,96,1,7,80.0,5,0,231500
0,0,52,0,0,0,0,0,0,1,0,0,0,1,882,20,0,1,0,0,0,308,0,0,0,1,0,1,1,0,1,882,0,0.0,0,0,0,0,0,52,0,12702,45,0,5,70.0,5,0,97000
0,0,47,0,252,0,0,690,0,1,0,1,0,0,1382,80,0,1,672,0,1,884,0,1,0,0,1,0,1,0,0,1382,0,399.0,0,0,0,0,0,47,0,19296,0,0,6,120.0,5,0,176000
1,1,0,0,0,0,0,0,1,0,0,0,1,0,2574,60,0,2,0,0,0,868,1482,0,0,0,0,1,1,0,0,1482,0,270.0,0,0,0,0,0,0,1,9588,148,0,8,69.0,5,0,276000
0,0,29,292,0,1,0,0,0,1,0,1,0,0,1212,80,0,1,506,0,1,492,0,0,0,0,1,1,1,0,0,1212,0,46.0,0,0,0,0,0,11,0,8471,12,0,6,88.0,7,0,151000
0,0,81,0,0,0,0,692,0,1,0,0,0,1,1316,50,0,1,234,0,0,484,0,0,0,0,1,1,1,0,1,926,0,0.0,0,0,0,0,0,9,0,5500,0,0,5,50.0,7,0,130000
0,0,83,0,0,0,0,0,0,1,0,0,0,1,764,30,0,1,0,0,0,504,680,0,0,0,0,0,1,0,1,764,0,0.0,0,0,0,0,0,4,0,5232,0,0,5,30.0,5,1,73000
0,0,27,276,0,1,0,228,0,0,0,1,0,0,1422,20,0,2,588,0,1,576,606,0,0,0,1,1,1,0,0,1422,0,210.0,0,0,0,0,0,27,0,12090,0,1,6,78.0,6,0,175500
0,0,9,95,0,1,0,0,0,0,1,1,1,0,1511,60,0,2,714,0,0,413,88,0,0,0,0,1,1,0,0,802,0,0.0,0,0,0,0,0,9,0,11207,75,1,6,70.0,5,0,185000
0,0,69,262,0,0,0,0,0,1,0,0,1,0,2192,75,0,2,378,0,0,240,342,0,0,0,0,1,1,0,0,1052,0,0.0,0,0,0,0,0,11,0,8400,24,0,5,60.0,8,0,179500
0,0,68,0,0,0,0,125,0,0,1,0,0,0,778,30,0,1,403,0,1,924,212,0,0,0,0,1,1,0,1,778,0,0.0,0,0,0,0,0,53,0,6900,25,0,5,71.0,6,0,120500
0,0,31,370,0,0,0,0,0,0,0,1,1,0,1113,20,0,1,751,0,1,504,392,0,1,0,1,1,1,0,0,1113,0,174.0,0,0,0,0,0,31,0,7917,30,0,6,69.0,7,0,148000
0,0,54,81,0,1,0,1063,0,1,0,1,0,0,1363,20,0,1,226,0,1,439,96,1,0,0,0,1,0,0,0,1363,0,0.0,0,0,0,0,0,3,0,39104,0,0,7,73.0,7,0,241500
0,1,11,132,0,1,0,0,0,0,1,1,1,0,2270,60,0,2,524,1,0,671,628,0,0,0,0,1,1,0,0,1164,0,348.0,0,0,0,0,0,3,0,11764,57,1,8,92.0,7,0,290000
0,0,51,289,0,0,0,620,0,0,0,1,0,0,1632,20,0,2,620,0,1,338,0,0,1,0,0,0,0,0,0,1632,0,183.0,0,0,0,0,0,21,0,9600,0,0,6,80.0,6,0,139000
0,0,25,168,0,0,0,0,0,1,0,1,0,1,816,20,0,1,546,0,1,264,270,1,0,0,1,1,1,0,0,816,0,0.0,0,0,0,0,0,25,0,8314,0,0,5,76.0,7,0,124500
0,1,84,74,0,0,0,0,0,1,0,0,1,1,1548,50,0,2,0,0,0,672,952,0,0,0,0,1,1,0,0,952,0,0.0,0,0,0,144,0,2,0,7264,0,0,7,55.0,7,0,205000
